"date","vendor","product","description","price","from","to"
"2014-01-16","3dames","10 mg x 30 Hydroxyzine (Atarax) Opiate Potentiator (free shipping)","10 mg x 30 Hydroxyzine (Atarax) Opiate Potentiator (free shipping) Top-quality generic of Atarax. Hydroxyzine is a powerful and safe antihistamine opiate potentiator with many other uses. More information will be added later. Hydroxyzine is not controlled in most ...",0.03668639,"undeclared","Worldwide"
"2014-01-16","3dames","Fluoxetine (Prozac) 20 mg x 30 (free shipping)","Fluoxetine (Prozac) 20 mg x 30 (free shipping) Branded generic of fluoxetine (Prozac)  the original and still one of the most-widely prescribed anti-depressant SSRIs. This is a top-quality white market product and it was the most popular fluoxeti ...",0.03668639,"undeclared","Worldwide"
"2014-01-16","3dames","Fluoxetine (Prozac) 20 mg x 90 (free shipping)","Fluoxetine (Prozac) 20 mg x 90 (free shipping) Branded generic of fluoxetine (Prozac)  the original and still one of the most-widely prescribed anti-depressant SSRIs. This is a top-quality white market product and it was the most popular fluoxeti ...",0.08875739,"undeclared","Worldwide"
"2014-01-16","3dames","Fluoxetine (Prozac) 20 mg x 60 (free shipping)","Fluoxetine (Prozac) 20 mg x 60 (free shipping) Branded generic of fluoxetine (Prozac)  the original and still one of the most-widely prescribed anti-depressant SSRIs. This is a top-quality white market product and it was the most popular fluoxeti ...",0.06390532,"undeclared","Worldwide"
"2014-01-16","3dames","Beta-blocker Propranolol (Inderal) 40 mg x 20 (USA ONLY SPECIAL, FREE SHIP)","Beta-blocker Propranolol (Inderal) 40 mg x 20 (USA ONLY SPECIAL  FREE SHIP) (This is the high dosage listing recommended only for experienced propranolol users seeking high dosage or who want to save money on a 20 mg or less dose by breaking the tablet at the score. Otherwis ...",0.04497041,"undeclared","USA"
"2014-01-16","3dames","Beta-blocker Propranolol (Inderal) 40 mg x 20 (free shipping)","Beta-blocker Propranolol (Inderal) 40 mg x 20 (free shipping) (This is the high dosage listing recommended only for experienced propranolol users seeking high dosage or who want to save money on a 20 mg or less dose by breaking the tablet at the score. Otherwis ...",0.05680473,"undeclared","Worldwide"
"2014-01-16","3dames","10 mg x 60 Hydroxyzine (Atarax) Opiate Potentiator (free shipping)","10 mg x 60 Hydroxyzine (Atarax) Opiate Potentiator (free shipping) Top-quality generic of Atarax. Hydroxyzine is a powerful and safe antihistamine opiate potentiator with many other uses. More information will be added later. Hydroxyzine is not controlled in most ...",0.05798816,"undeclared","Worldwide"
"2014-01-16","3dames","100 x 400 mg Piracetam (Nootropil) (free shipping)","100 x 400 mg Piracetam (Nootropil) (free shipping) Top-quality generic of Nootropil. Piracetam is the original nootropic and has been shown to enhance cognitive function significantly. There are also many other uses for piracetam such as potentiating ...",0.04852071,"undeclared","Worldwide"
"2014-01-16","3dames","Lorazepam (Ativan) 1 mg x 50 (free shipping)","Lorazepam (Ativan) 1 mg x 50 (free shipping) Top-quality branded generic equivalent of Ativan. 100% correct dosage guaranteed. Like all my other items  this is a branded and white market pharmaceutical product and it is NOT ""Ativan"" made in ...",0.05325443,"undeclared","Worldwide"
"2014-01-16","3dames","Tramadol (Ultram) 50 mg x 100 (free shipping)","Tramadol (Ultram) 50 mg x 100 (free shipping) High quality generic of Ultram. Like all my other items  this is a branded and white market pharmaceutical product. It is NOT made in India/Pakistan and it is 100% correct dosage guaranteed. Be ve ...",0.06982248,"undeclared","Worldwide"
"2014-01-16","3dames","Sertraline (Zoloft) 50 mg x 30 (free shipping)","Sertraline (Zoloft) 50 mg x 30 (free shipping) Branded generic of sertraline (Zoloft)  the no. 1 most-widely prescribed anti-depressant SSRI. This is a top-quality white market product and it was the most popular sertraline item on the original S ...",0.03668639,"undeclared","Worldwide"
"2014-01-16","3dames","Beta-blocker Propranolol (Inderal) 10 mg x 25 (free shipping)","Beta-blocker Propranolol (Inderal) 10 mg x 25 (free shipping) Top quality generic of Inderal  the classic and still most widely used beta-blocker. It is usually prescribed for heart conditions but there are other well documented uses- - Performance anxiety a ...",0.03668639,"undeclared","Worldwide"
"2014-01-16","3dames","Gabapentin (Neurontin) 300 mg x 30 Withdrawal Aid (free shipping)","Gabapentin (Neurontin) 300 mg x 30 Withdrawal Aid (free shipping) Top-quality generic of Neurontin  gabapentin is widely used for benzo and opiate withdrawal. More info added later. Please do your own research for dosage schedule. Gabapentin is not controlled ...",0.04142011,"undeclared","Worldwide"
"2014-01-16","3dames","Alprazolam (Xanax) 1 mg x 50 (free shipping)","Alprazolam (Xanax) 1 mg x 50 (free shipping) Top-quality Scandinavian-manufactured generic alprazolam equivalent of Xanax. 100% correct dosage guaranteed. Alprazolam (Xanax) is a fast acting and short duration benzo with a shorter half-life ...",0.07692307,"undeclared","Worldwide"
"2014-01-16","3dames","Diazepam (Valium) 10 mg x 50 (free shipping)","Diazepam (Valium) 10 mg x 50 (free shipping) The classic benzo diazepam. This product is a high-quality branded generic of Valium. Like all my other items  this is a branded and white market pharmaceutical product. It is NOT ""Valium"" made in In ...",0.07100591,"undeclared","Worldwide"
"2014-01-16","aaapee911","Cocaine Grade A+ x 1 gram","Cocaine Grade A+ x 1 gram Very smooth  top shelf fire – Consistently great reviews from coke conneseuirs. Not speedy but more euphoric and uppity. EZTest purity shows very high purity. PROFILE CONTAINS GENERAL TERMS & SHIP ...",0.14226437,"USA","USA"
"2014-01-16","aaapee911","MDMA Crystals Grade A- x 4 gram","MDMA Crystals Grade A- x 4 gram Good quality  long roll. Not best but not bad at all for US based stuff. Usually a white to light tan powdery w/ small moonrock look/texture. PROFILE CONTAINS GENERAL TERMS & SHIP INFO.",0.3319502,"USA",NA
"2014-01-16","aaapee911","Suboxone 8mg Strip x 1 strip","Suboxone 8mg Strip x 1 strip INTERNATIONAL AVAILABLE ONLY FOR Final Early & Full Risk Acceptance (i.e. no reships if seized). Limited stock (check weekly – inventory is up to date). Fresh from US pharm  name brand 8 mg strips. ...",0.02963841,"USA",NA
"2014-01-16","aaapee911","Cocaine - Grade A+ x 4 grams","Cocaine - Grade A+ x 4 grams Very smooth  top shelf fire – Consistently great reviews from coke conneseuirs. Not speedy but more euphoric and uppity. EZTest purity shows very high purity. PROFILE CONTAINS GENERAL TERMS & SHIP ...",0.47421458,"USA",NA
"2014-01-16","aaapee911","MDMA Crystals Grade A- x 1 gram","MDMA Crystals Grade A- x 1 gram Good quality  long roll. Not best but not bad at all for US based stuff. Usually a white to light tan powdery w/ small moonrock look/texture. PROFILE CONTAINS GENERAL TERMS & SHIP INFO.",0.09484291,"USA",NA
"2014-01-16","aaapee911","MDMA Cystals Grade B x 4 gram","MDMA Cystals Grade B x 4 gram Decent quality  decent length roll. Not quite as good as the grade A but definitely decent roll for the money. Usually a darker  rockier tan to brown texture/color. PROFILE CONTAINS GENERAL TERMS ...",0.23710729,"USA",NA
"2014-01-16","aaapee911","MDMA Cystals Grade B x 1 gram","MDMA Cystals Grade B x 1 gram Decent quality  decent length roll. Not quite as good as the grade A but definitely decent roll for the money. Usually a darker  rockier tan to brown texture/color. PROFILE CONTAINS GENERAL TERMS ...",0.07113218,"USA",NA
"2014-01-16","Adderall","60 x 20 mg Adderall IR tablets (Monthly Subscription)","60 x 20 mg Adderall IR tablets (Monthly Subscription) We are looking for one lucky buyer to purchase SIXTY x 20 mg Adderall IR tablets (either orange or pink) EVERY MONTH! You will receive 60 tablets each month on schedule GUARANTEED with priority shipp ...",1.27658022,"USA","USA"
"2014-01-16","Adderall","20 x 20 mg Adderall IR tablets (Monthly Subscription)","20 x 20 mg Adderall IR tablets (Monthly Subscription) TWENTY x 20 mg Adderall IR tablets EVERY MONTH (D-Amphetamine Salts) Buy a subscription and delivery is guaranteed ON SCHEDULE every 30 days! Priority shipping is included in the price. Just 3 su ...",0.4559215,"USA",NA
"2014-01-16","Addyshack","2g Amphetamine Paste (Speed) 68-70%","2g Amphetamine Paste (Speed) 68-70% Usage guide: - If you have no experience with high-grade speed  I suggest not taking more than .05g (50mg) for your first dosage. - .05g is roughly equilavent to a 30mg tab of Adderall. - Us ...",0.04148,"USA","USA"
"2014-01-16","Addyshack","1g Amphetamine Paste (Speed) 68-70%","1g Amphetamine Paste (Speed) 68-70% Usage guide: - If you have no experience with high-grade speed  I suggest not taking more than .05g (50mg) for your first dosage. - .05g is roughly equilavent to a 30mg tab of Adderall. - Us ...",0.02133257,"USA","USA"
"2014-01-16","AfghanApothecary","100mg ULTRA POTENT PURE ETIZOLAM POWDER...100% PURE KNOCKOUT FREE DELIVERY","100mg ULTRA POTENT PURE ETIZOLAM POWDER...100% PURE KNOCKOUT FREE DELIVERY ARE YOU LOOKING FOR THE STRONGEST SLEEP-AID ON THE MARKET WELL LOOK NO FURTHER....ONLY $40 100MG PURE PHARMACEUTICAL ETIZOLAM POWDER THE POPULAR SLEEPING PILLS NOW AVAILABLE IN IT'S PURE FOR ...",0.04733727,"UK",NA
"2014-01-16","AfghanApothecary","10 MORPHINE SULPHATE  CAPSULES 10mg ONLY $30","10 MORPHINE SULPHATE CAPSULES 10mg ONLY $30 UK BASED 10MG MORPHINE SULPHATE CAPSULES 10 CAPSULES ONLY $30 JUST OPEN THE CAPSULE AND CRUSH THE BEADS TO DEFEAT THE TIME RELEASE THESE CAN BE EATEN OR SNORTED OR IV'd (WE DON'T R ...",0.03550295,"UK",NA
"2014-01-16","AfghanApothecary","GOOD STRONG  AMPHETAMINE SPEED ONLY $10 PER GRAM THE AMAZING  AA NEW YEAR SALE","GOOD STRONG AMPHETAMINE SPEED ONLY $10 PER GRAM THE AMAZING AA NEW YEAR SALE HAPPY NEW YEAR TO OUR AMAZING NEW COMMUNITY... THE APOTHECARY IS HAVING A 2014 SALE AND CHECK THIS: A GRAM OF GOOD SPEED GOING FOR THE UNBEATABLE PRICE OF $10 NORMAL LISTING PRICE $20 A ...",0.01183431,"UK",NA
"2014-01-16","AfghanApothecary","7 GRAMS GOOD AMPHETAMINE SPEED","7 GRAMS GOOD AMPHETAMINE SPEED 7 GRAMS OF OUR NICE 'BILLY' SPEED ONLY $55 ENJOY ENJOY ENJOY",0.06508875,"UK",NA
"2014-01-16","AfghanApothecary","RED SUPERMAN HIGH DOSE MDMA E PILL FREE WW DELIVERY","RED SUPERMAN HIGH DOSE MDMA E PILL FREE WW DELIVERY AA PROUD TO LIST THESE WELL PRESSED SUPER MDMA NEW DUTCH SUPER E PILLS THESE SUPER PILLS ARE TESTED TO CONTAIN AROUND 200MG PURE MDMA A HUGE DOSE (HALF ENOUGH FOR MOST) A SUPER ROLL (REAGEN ...",0.02366863,"UK",NA
"2014-01-16","AfghanApothecary","1/4 GRAM PURE AH-7921 RARE OPIOID PAINKILLER LIKE OXY MORPHINE HEROIN TRAMADOL","1/4 GRAM PURE AH-7921 RARE OPIOID PAINKILLER LIKE OXY MORPHINE HEROIN TRAMADOL PURE AH-7921 FROM A GENUINE SOURCE LATEST OPIOID PAINKILLER WITH 80% THE STRENGTH OF MORPHINE 1/4G 250MG ONLY $25 THE CHANCE TO TRY A RARE OPIOID THIS IS WHAT WILKI SAYS ABOUT IT: AH-7 ...",0.02958579,"UK","WORLDWIDE"
"2014-01-16","AfghanApothecary","GOOD   STRONG AMPHETAMINE 3.5g  FOR ONLY $30 AA'S NEW YEAR SALE","GOOD STRONG AMPHETAMINE 3.5g FOR ONLY $30 AA'S NEW YEAR SALE PURCHASE THIS LISTING WITH A 50 % DISCOUNT WELCOME TO AA'S 2014 NEW YEAR SALE 3.5G STRONG CLEAN HIGH PURITY AMPHETAMINE SULPHATE FOR ONLY $30 UK BASE PASTE STRAIGHT FROM THE FRIDGE AND S ...",0.03550295,"UK",NA
"2014-01-16","AfghanApothecary","FENTANYL HIGHEST DOSE PATCH ONLY $100  FREE WW DELIVERY","FENTANYL HIGHEST DOSE PATCH ONLY $100 FREE WW DELIVERY BEST DEAL ONLINE ONLY AT AA'S NEW YEAR SALE ONLY $100 FREE WORLDWIDE DELIVERY TRANSDERMAL FENTANYL PATCH 100MCG/HR DOSE FOR 3 DAYS BEST PRICE ON THIS OR ANY MARKET AT ONLY $100 PER PAT ...",0.11834319,"UK","WORLDWIDE"
"2014-01-16","AfghanApothecary","1 GRAM OF FINEST CREAMY HASH DIRECT FROM NEPAL","1 GRAM OF FINEST CREAMY HASH DIRECT FROM NEPAL HASH LOVERS THIS IS A TOP SMOKE CREAMY STRONG HASH WITH A RELAXING DREAMY HIGH FRESH AROMA NICE SOFT AND STICKY SOME OF THE BEST HASH ON THE PLANET FREE WORLDWIDE POST",0.02366863,"UK","worldwide"
"2014-01-16","agatha","7g Racemic Ketamine","7g Racemic Ketamine 7 grams of amazing quality Indian racemic Ketamine. Shipped with stealth to you promptly. Please send address and any sensetive information via the PGP key in our profile  thanks :)",0.21167989,"UK","Worldwide"
"2014-01-16","agatha","5g Racemic Ketamine","5g Racemic Ketamine 5 grams of amazing quality Indian racemic Ketamine. Shipped with stealth to you promptly. Please send address and any sensetive information via the PGP key in our profile  thanks :)",0.15724791,"UK","Worldwide"
"2014-01-16","agatha","1g Racemic Ketamine","1g Racemic Ketamine 1 gram of amazing quality Indian racemic Ketamine. Shipped with stealth to you promptly. Please send address and any sensetive information via the PGP key in our profile  thanks :)",0.03507838,"UK","Worldwide"
"2014-01-16","agatha","14g Racemic Ketamine","14g Racemic Ketamine 14 grams of amazing quality Indian racemic Ketamine. Shipped with stealth to you promptly. Please send address and any sensetive information via the PGP key in our profile  thanks :)",0.39916779,"UK","Worldwide"
"2014-01-16","AH1906","LSD Bicycle Blotters (50x ~110ug LSD)","LSD Bicycle Blotters (50x ~110ug LSD) I'm offering here the Albert Hofmann Bicycle Blotters (~110ug finest LSD). This Listing contains 50x Blotters.",0.39833531,"Germany","Worldwide"
"2014-01-16","AH1906","Amnesia Haze (2g)","Amnesia Haze (2g) I'm offering here 2g of my finest Dutch Amnesia Haze. THC: ~22%",0.04637336,"Germany","Worldwide"
"2014-01-16","AH1906","LSD Bicycle Blotters (10x ~110ug LSD)","LSD Bicycle Blotters (10x ~110ug LSD) I'm offering here the Albert Hofmann Bicycle Blotters (~110ug finest LSD). This Listing contains 10x Blotters.",0.10582639,"Germany","Worldwide"
"2014-01-16","AH1906","STANDARD WEED A+","STANDARD WEED A+ 1G of my finest Standard Weed from Dutch Producer. THC: ~16% Before order have a look into my Page!",0.01629013,"Germany","Europe"
"2014-01-16","AH1906","Herbal Life Pill's (25x 100-110mg MDMA)","Herbal Life Pill's (25x 100-110mg MDMA) Offering Herbal Life Pills. This Listing contains 25 Pills! contains 100-110mg clean MDMA. Please look into my Info Page before ordering!",0.08917954,"Germany","Worldwide"
"2014-01-16","AH1906","Amnesia Haze (100g)","Amnesia Haze (100g) I'm offering here 100g of my finest Dutch Amnesia Haze. THC: ~22%",1.3079667,"Germany",NA
"2014-01-16","AH1906","Amnesia Haze (10g)","Amnesia Haze (10g) I'm offering here 10g of my finest Dutch Amnesia Haze. THC: ~22%",0.196195,"Germany","Worldwide"
"2014-01-16","AH1906","LSD Bicycle Blotters (100x ~110ug LSD)","LSD Bicycle Blotters (100x ~110ug LSD) I'm offering here the Albert Hofmann Bicycle Blotters (~110ug finest LSD). This Listing contains 100x Blotters.",0.65398335,"Germany","Worldwide"
"2014-01-16","AH1906","Amnesia Haze (50g)","Amnesia Haze (50g) I'm offering here 50g of my finest Dutch Amnesia Haze. THC: ~22%",0.83234244,"Germany","Worldwide"
"2014-01-16","AH1906","Herbal Life Pill's (2x 100-110mg MDMA)","Herbal Life Pill's (2x 100-110mg MDMA) Offering Herbal Life Pills. This Listing contains 2 Pills! contains 100-110mg clean MDMA. Please look into my Info Page before ordering!",0.0196195,"Germany","Worldwide"
"2014-01-16","AlbertHoffman1943","100 hits Grateful Dead Family LSD-25 Blotter (125ug)","100 hits Grateful Dead Family LSD-25 Blotter (125ug) Hey now  READ ALL THE WAY TO THE BOTTOM I have a fresh batch of the cleanest  purest  goody-good Grateful Dead Family LSD from the finest chemists in the world who got millions of people high t ...",0.8065592,"Worldwide",NA
"2014-01-16","AlbertHoffman1943","25 hits Grateful Family LSD-25 Blotter (125ug)","25 hits Grateful Family LSD-25 Blotter (125ug) Hey now  READ ALL THE WAY TO THE BOTTOM I have a fresh batch of the cleanest  purest  goody-good Grateful Dead Family LSD from the finest chemists in the world who got millions of people high t ...",0.23650984,"Worldwide",NA
"2014-01-16","AlbertHoffman1943","5 hits Grateful Family LSD-25 Blotter (125ug)","5 hits Grateful Family LSD-25 Blotter (125ug) Hey now  READ ALL THE WAY TO THE END I have a fresh batch of the cleanest  purest  goody-good Grateful Dead Family LSD from the finest chemists in the world who got millions of people high thr ...",0.04851483,"Worldwide",NA
"2014-01-16","AlbertHoffman1943","NO FE - 2 hits Grateful Dead Family LSD-25 (125ug)","NO FE - 2 hits Grateful Dead Family LSD-25 (125ug) I have a fresh batch of the cleanest  purest  goody-good Grateful Dead Family LSD from the finest chemists in the world who got millions of people high through the Grateful Dead scene in the 70s  80s ...",0.02425741,"USA","Canada"
"2014-01-16","AlbertHoffman1943","SALE - NO FE - 3 hits Grateful Dead Family LSD-25 (125ug) for only $25 USD","SALE - NO FE - 3 hits Grateful Dead Family LSD-25 (125ug) for only $25 USD THIS LISTING HAS NO FE. ONLY PEOPLE IN THE EU  USA AND CANADA MAY ORDER THIS SALE ITEM. YOU MAY ONLY ORDER A MAXIMUM OF 2 OF THESE. I have a fresh batch of the cleanest  purest  goody-good ...",0.03032177,"World","EU"
"2014-01-16","AlbertHoffman1943","10 hits Grateful Family LSD-25 Blotter (125ug)","10 hits Grateful Family LSD-25 Blotter (125ug) Hey now  READ ALL THE WAY TO THE BOTTOM As usual  I have a fresh batch of the cleanest  purest  goody-good Grateful Dead Family LSD from the finest chemists in the world who got millions of peopl ...",0.09702967,"Worldwide",NA
"2014-01-16","allchem",".5g Ketamine",".5g Ketamine small white crystals  good quality.",0.04158004,"Canada",NA
"2014-01-16","allchem",".1g DMT",".1g DMT extracted from mimosa",0.04752004,"Canada",NA
"2014-01-16","allchem","3g ""Brown Sugar"" MDMA","3g ""Brown Sugar"" MDMA ""Brown sugar"" MDMA smells like safrole",0.11880011,"Canada","Worldwide"
"2014-01-16","allchem","100 tabs blotter LSD","100 tabs blotter LSD High quality LSD blotter form.",0.83160083,"Canada","Worldwide"
"2014-01-16","allchem",".2g DMT",".2g DMT extracted from mimosa",0.08910008,"Canada","Worldwide"
"2014-01-16","allchem","1g Ketamine","1g Ketamine small white crystals  good quality.",0.07246807,"Canada",NA
"2014-01-16","allchem","50 tabs blotter LSD","50 tabs blotter LSD High quality LSD blotter form.",0.47520047,"Canada","Worldwide"
"2014-01-16","allchem",".5g ""Brown Sugar"" MDMA",".5g ""Brown Sugar"" MDMA ""Brown sugar"" MDMA smells like safrole",0.02970002,"Canada",NA
"2014-01-16","allchem","1g ""Brown Sugar"" MDMA","1g ""Brown Sugar"" MDMA ""Brown sugar"" MDMA smells like safrole",0.04514404,"Canada","Worldwide"
"2014-01-16","allchem","1g DMT","1g DMT extracted from mimosa",0.24354024,"Canada","Worldwide"
"2014-01-16","allchem","1g High purity MDMA","1g High purity MDMA MDMA HCL high purity.",0.04514404,"Canada","Worldwide"
"2014-01-16","allchem","2 tabs blotter LSD","2 tabs blotter LSD High quality LSD blotter form.",0.02970002,"Canada",NA
"2014-01-16","allchem","3g High purity MDMA","3g High purity MDMA MDMA HCL high purity.",0.11880011,"Canada","Worldwide"
"2014-01-16","allchem",".5g High purity MDMA",".5g High purity MDMA MDMA HCL high purity.",0.02970002,"Canada",NA
"2014-01-16","allchem","10 tabs blotter LSD","10 tabs blotter LSD High quality LSD blotter form.",0.1069201,"Canada","Worldwide"
"2014-01-16","allchem","5 tabs blotter LSD","5 tabs blotter LSD High quality LSD blotter form.",0.05940005,"Canada","Worldwide"
"2014-01-16","allchem",".5g DMT",".5g DMT extracted from mimosa",0.14850014,"Canada","Worldwide"
"2014-01-16","Althea","5-MeO-DMT - 250mg","5-MeO-DMT - 250mg 250 mg of 5-MeO-DMT Stealth delivery fast and safe",0.072707,"USA","USA"
"2014-01-16","Althea","LSD x 10 Clean Hits - Family Fluff","LSD x 10 Clean Hits - Family Fluff Low stock on these. I have just personally sampled this LSD. It is Family Fluff. Very Very Clean. Very potent. Beautiful. white on white (wow) unperf about 150ug per hit limited ti ...",0.10300158,"USA","USA"
"2014-01-16","Althea","2C-P - 250mg","2C-P - 250mg 250mg of 2c-p Shipped to USA from USA Discreet and fast shipping",0.072707,"USA","USA"
"2014-01-16","alwaysright","80mg Oxycodon ""OC"" Original Mundipharma!!!SAMPLE PRICE!","80mg Oxycodon ""OC"" Original Mundipharma!!!SAMPLE PRICE! This Order is for 1 x 80mg Oxycodon "" OC´s""from Mundipharma!!! Oxycontin/Oxynorm/Oxygesic all the same Product from Mundipharma!!! Original German OXYGESIC !!!! This order is with ESCROW !!! ...",0.06428571,"Germany",NA
"2014-01-16","alwaysright","Fentanyl Patch 75mcg 1A Pharma 17,34mg ! SAMPLE PRICE!!!","Fentanyl Patch 75mcg 1A Pharma 17 34mg ! SAMPLE PRICE!!! This Listing is for 1 x 75mcg/h Fentanyl Matrix Patch wit 17 34mg Fentanyl inside  1A Pharma!!! NO GEL PATCH!!!! This order is with Escrow !!! Please read Profile before u Order! When u h ...",0.11904761,NA,NA
"2014-01-16","Amsterdamngood","2.5G Mdma Crystals 82%","2.5G Mdma Crystals 82% Pure Crystal 82%",0.1,"Netherlands",NA
"2014-01-16","Amsterdamngood","25x 20mg Methadone pills","25x 20mg Methadone pills 20mg Methadone pills",0.23,"Netherlands",NA
"2014-01-16","Amsterdamngood","1G Mdma Crystals 82%","1G Mdma Crystals 82% Pure Crystal 82#",0.041,"Netherlands",NA
"2014-01-16","Amsterdamngood","10G Mdma Crystals 82%","10G Mdma Crystals 82% Pure Crystal",0.35,"Netherlands",NA
"2014-01-16","Amsterdamngood","5G Mdma Crystals 82%","5G Mdma Crystals 82% Pure Crystal 82%",0.18,"Netherlands",NA
"2014-01-16","Amsterdamngood","5G Power plant","5G Power plant High Grade weed",0.071,"Netherlands",NA
"2014-01-16","Amsterdamngood","25G Power plant","25G Power plant High Grade weed",0.29,"Netherlands",NA
"2014-01-16","Amsterdamngood","3G Power plant","3G Power plant High Grade weed",0.042,"Netherlands",NA
"2014-01-16","Amsterdamngood","5G Cocaine 80%","5G Cocaine 80% Cocaine 80%",0.622,"Netherlands",NA
"2014-01-16","Amsterdamngood","2.5G Cocaine 80%","2.5G Cocaine 80% Cocaine 80%",0.32,"Netherlands",NA
"2014-01-16","Amsterdamngood","10G Power plant","10G Power plant High Grade weed",0.133,"Netherlands",NA
"2014-01-16","Amsterdamngood","garyhund 35gram powerplant","garyhund 35gram powerplant custom",0.4,"Netherlands",NA
"2014-01-16","Amsterdamngood","5x 20mg Methadone pills","5x 20mg Methadone pills 20mg Methadone pills",0.064,"Netherlands",NA
"2014-01-16","Amsterdamngood","10x Green Partyflock","10x Green Partyflock 200mg mdma",0.09,"Netherlands",NA
"2014-01-16","Amsterdamngood","5x Green Partyflock","5x Green Partyflock 200mg mdma pills",0.054,"Netherlands",NA
"2014-01-16","Amsterdamngood","10x 20mg Methadone pills","10x 20mg Methadone pills 20mg Methadone pills",0.11,"Netherlands",NA
"2014-01-16","Amsterdamngood","25x Green Partyflock","25x Green Partyflock 200mg mdma pills",0.18,"Netherlands",NA
"2014-01-16","Amsterdamngood","1G Cocaine 80%","1G Cocaine 80% Cocaine 80%",0.133,"Netherlands",NA
"2014-01-16","Amsterdamngood","kushty custom","kushty custom 16g weed.",0.2,NA,NA
"2014-01-16","AndyDufresne","*NON-FE SAMPLE* x2 Blotters 110ug Swiss Fluff","*NON-FE SAMPLE* x2 Blotters 110ug Swiss Fluff Hello there  here we got a 110ug (95% Raw) sample swiss fluff  comes with 2 blotter squares enough to get a person to love (no specific design) Very clean LSD  tasteless  major euphoria  not much vi ...",0.02241799,"USA",NA
"2014-01-16","AndyDufresne","*FE SAMPLE* x2 Blotters 110ug Swiss Fluff","*FE SAMPLE* x2 Blotters 110ug Swiss Fluff Hello there  here we got a 110ug (95% Raw) sample swiss fluff  comes with 2 blotter squares enough to get a person to love (no specific design) Very clean LSD  tasteless  major euphoria  not much vi ...",0.01817675,"USA",NA
"2014-01-16","AndyDufresne","*FE SAMPLE* x1 Capsule 2C-B (HBR) 20-25mg","*FE SAMPLE* x1 Capsule 2C-B (HBR) 20-25mg Hello there  here we got x1 capsule of 2C-B HydroBromide  we got the capsules to around 20-25mg  some may be upwards of 30mg. Very clean  off tan/basche  fluffy  good dose for having a good sit down ...",0.00848248,"USA",NA
"2014-01-16","AndyDufresne","*NON-FE SAMPLE* x1 Capsule 2C-B (HBR) 20-25mg","*NON-FE SAMPLE* x1 Capsule 2C-B (HBR) 20-25mg Hello there  here we got x1 capsule of 2C-B HydroBromide  we got the capsules to around 20-25mg  some may be upwards of 30mg. Very clean  off tan/basche  fluffy  good dose for having a good sit down ...",0.01151194,"USA",NA
"2014-01-16","AndyDufresne","*FE SAMPLE* x10 110ug Swiss Fluff","*FE SAMPLE* x10 110ug Swiss Fluff Hello there  here we got a 110ug (95% Raw) swiss fluff x10 blotter papers. Very clean LSD  tasteless  major euphoria  not much visual. if you're looking for an enjoying  loving trip than this swi ...",0.07937181,"USA","USA"
"2014-01-16","AngelEyes","1/4 Ounce Grape Bogglegum (2-3 week cure)","1/4 Ounce Grape Bogglegum (2-3 week cure) Grape Phenotype Bogglegum (Bubblegum by Bog) UV-dried hybrid The Grape Bogglegum is our all-time bestseller and is the strain that everyone loves. It can't be beat for its incredible head and bo ...",0.11851992,"USA",NA
"2014-01-16","Annie_Ann","2.5 grams of MDA","2.5 grams of MDA 2.5 grams of MDA. This batch is brown colored. Read my profile before ordering. -----BEGIN PGP PUBLIC KEY BLOCK----- mQINBFLUiMoBEADx2prmsGxZA4G/RLi1XXOsrlot6K+t4LamZHPfQtNDAuyA/qyz NkaGPfI ...",0.19219396,"USA","USA"
"2014-01-16","Annie_Ann","1 gram of MDA","1 gram of MDA 1 gram of MDA. This batch is brown colored. Read my profile before ordering. -----BEGIN PGP PUBLIC KEY BLOCK----- mQINBFLUiMoBEADx2prmsGxZA4G/RLi1XXOsrlot6K+t4LamZHPfQtNDAuyA/qyz NkaGPfIXdT ...",0.08279124,"USA","USA"
"2014-01-16","Annie_Ann","1 ounce (28 grams) of MDA","1 ounce (28 grams) of MDA 1 ounce (28 grams) of MDA. This batch is brown colored. Read my profile before ordering. -----BEGIN PGP PUBLIC KEY BLOCK----- mQINBFLUiMoBEADx2prmsGxZA4G/RLi1XXOsrlot6K+t4LamZHPfQtNDAuyA/qyz ...",1.15907746,"USA","USA"
"2014-01-16","Annie_Ann","5 grams of MDA","5 grams of MDA 5 grams of MDA. This batch is brown colored. Read my profile before ordering. -----BEGIN PGP PUBLIC KEY BLOCK----- mQINBFLUiMoBEADx2prmsGxZA4G/RLi1XXOsrlot6K+t4LamZHPfQtNDAuyA/qyz NkaGPfIXd ...",0.35481963,"USA","USA"
"2014-01-16","AusGuy","UK Fulls - Visa/MC Credit - DOB / NIN","UK Fulls - Visa/MC Credit - DOB / NIN Hey guys  This listing is for a valid UK Visa / MC with full information with it. Cards are checked prior to being sold for validity. Cards are not guaranteed to have a specific balance or to b ...",0.05900053,"Torland",NA
"2014-01-16","AusGuy","SSN & DOB Lookup + Full history!","SSN & DOB Lookup + Full history! Hey Guys  This is for me to look up the SSN & DOB for whatever CC # you may have. I'll also do a full historical check and provide you with extensive list of known addresses  phone #s  emails and ...",0.02360021,"Torland",NA
"2014-01-16","AusGuy","USA Amex","USA Amex Hey guys  This listing is for a valid USA Amex. Cards are checked prior to being sold for validity. Cards are not guaranteed to have a specific balance or to be without additional card securit ...",0.01770015,"Torland",NA
